id,category,group,name,usedintopaudiences,usedinsummary,sortorder,placeiqid
185,Entertainment,Theme Parks,Seaworld Entertainment,FALSE,FALSE,237,Entertainment->ThemeParks->SeaworldEntertainment
186,Entertainment,Theme Parks,Six Flags,FALSE,FALSE,238,Entertainment->ThemeParks->SixFlags
187,Entertainment,Theme Parks,Universal,FALSE,FALSE,239,Entertainment->ThemeParks->Universal
795,Financial Services,Consumer Profiles,Banks (All),TRUE,FALSE,240,FinancialServices->Banks
188,Financial Services,Banks,Bank Of America,FALSE,FALSE,241,FinancialServices->Banks->BankOfAmerica
189,Financial Services,Banks,Branch Banking Trust Company,FALSE,FALSE,242,FinancialServices->Banks->BranchBankingTrustCompany
190,Financial Services,Banks,Capital One,FALSE,FALSE,243,FinancialServices->Banks->CapitalOne
191,Financial Services,Banks,Chase,FALSE,FALSE,244,FinancialServices->Banks->Chase
192,Financial Services,Banks,Citibank,FALSE,FALSE,245,FinancialServices->Banks->Citibank
193,Financial Services,Banks,Fifth Third Bank,FALSE,FALSE,246,FinancialServices->Banks->FifthThirdBank
194,Financial Services,Banks,HSBC,FALSE,FALSE,247,FinancialServices->Banks->HSBC
195,Financial Services,Banks,Key Bank,FALSE,FALSE,248,FinancialServices->Banks->KeyBank
196,Financial Services,Banks,PNC,FALSE,FALSE,249,FinancialServices->Banks->PNC
197,Financial Services,Banks,Regions Bank,FALSE,FALSE,250,FinancialServices->Banks->RegionsBank
198,Financial Services,Banks,Suntrust,FALSE,FALSE,251,FinancialServices->Banks->Suntrust
199,Financial Services,Banks,TDBank,FALSE,FALSE,252,FinancialServices->Banks->TDBank
200,Financial Services,Banks,US Bank,FALSE,FALSE,253,FinancialServices->Banks->USBank
201,Financial Services,Banks,Wells Fargo,FALSE,FALSE,254,FinancialServices->Banks->WellsFargo
202,Financial Services,Other,Advance America,FALSE,FALSE,255,FinancialServices->AdvanceAmerica
203,Financial Services,Other,Amscot,FALSE,FALSE,256,FinancialServices->Amscot
204,Financial Services,Other,Check Into Cash,FALSE,FALSE,257,FinancialServices->CheckIntoCash
205,Financial Services,Other,Check NGo,FALSE,FALSE,258,FinancialServices->CheckNGo
206,Financial Services,Other,PNCLS Loans,FALSE,FALSE,259,FinancialServices->PLSLoans
207,Financial Services,Other,Speedy Cash,FALSE,FALSE,260,FinancialServices->SpeedyCash
208,Financial Services,Other,Title Max,FALSE,FALSE,261,FinancialServices->TitleMax
209,Financial Services,Other,World Finance,FALSE,FALSE,262,FinancialServices->WorldFinance
751,Food & Drink,Consumer Profiles,Breakfast Consumers,TRUE,FALSE,263,Dining->Breakfast
753,Food & Drink,Consumer Profiles,Buffet Consumers,TRUE,FALSE,264,Dining->Buffets
757,Food & Drink,Consumer Profiles,Casual Restaurant (Dinner) Visitors,TRUE,FALSE,265,Dining->Dinner->CasualRestaurants
754,Food & Drink,Consumer Profiles,Casual Restaurant Visitors,TRUE,FALSE,266,Dining->CasualRestaurants
752,Food & Drink,Consumer Profiles,Casual Restaurants (Breakfast),TRUE,FALSE,267,Dining->Breakfast->CasualRestaurants
760,Food & Drink,Consumer Profiles,Casual Restaurants (Lunch),TRUE,FALSE,268,Dining->Lunch->CasualRestaurants
755,Food & Drink,Consumer Profiles,Coffee Shop Visitors,TRUE,FALSE,269,Dining->Coffee
756,Food & Drink,Consumer Profiles,Dinner Consumers,TRUE,FALSE,270,Dining->Dinner
758,Food & Drink,Consumer Profiles,Fast Casual Restaurants,TRUE,FALSE,271,Dining->FastCasualRestaurants
759,Food & Drink,Consumer Profiles,Lunch Consumers,TRUE,FALSE,272,Dining->Lunch
210,Food & Drink,Buffets,Golden Corral,FALSE,FALSE,273,Dining->Buffets->GoldenCorral
211,Food & Drink,Buffets,Hometown Buffet,FALSE,FALSE,274,Dining->Buffets->OvationBrands->HometownBuffet
212,Food & Drink,Buffets,Old Country Buffet,FALSE,FALSE,275,Dining->Buffets->OvationBrands->OldCountryBuffet
213,Food & Drink,Buffets,Ryans,FALSE,FALSE,276,Dining->Buffets->OvationBrands->Ryans
214,Food & Drink,Casual Restaurants,Applebees,FALSE,FALSE,277,Dining->CasualRestaurants->Applebees
215,Food & Drink,Casual Restaurants,Beef O Bradys,FALSE,FALSE,278,Dining->CasualRestaurants->BeefOBradys
216,Food & Drink,Casual Restaurants,Big Boy,FALSE,FALSE,279,Dining->CasualRestaurants->BigBoy
217,Food & Drink,Casual Restaurants,Bob Evans,FALSE,FALSE,280,Dining->CasualRestaurants->BobEvans
218,Food & Drink,Casual Restaurants,Bonefish Grill,FALSE,FALSE,281,Dining->CasualRestaurants->BonefishGrill
219,Food & Drink,Casual Restaurants,Buffalo Wild Wings,FALSE,FALSE,282,Dining->CasualRestaurants->BuffaloWildWings
220,Food & Drink,Casual Restaurants,California Pizza Kitchen,FALSE,FALSE,283,Dining->CasualRestaurants->CaliforniaPizzaKitchen
221,Food & Drink,Casual Restaurants,Carrabbas Italian Grill,FALSE,FALSE,284,Dining->CasualRestaurants->CarrabbasItalianGrill
222,Food & Drink,Casual Restaurants,Cheesecake Factory,FALSE,FALSE,285,Dining->CasualRestaurants->CheesecakeFactory
223,Food & Drink,Casual Restaurants,Chilis,FALSE,FALSE,286,Dining->CasualRestaurants->Chilis
224,Food & Drink,Casual Restaurants,Chuck E Cheese,FALSE,FALSE,287,Dining->CasualRestaurants->ChuckECheese
225,Food & Drink,Casual Restaurants,Cicis Pizza,FALSE,FALSE,288,Dining->CasualRestaurants->CicisPizza
226,Food & Drink,Casual Restaurants,Cracker Barrel,FALSE,FALSE,289,Dining->CasualRestaurants->CrackerBarrel
227,Food & Drink,Casual Restaurants,Daveand Busters,FALSE,FALSE,290,Dining->CasualRestaurants->DaveandBusters
228,Food & Drink,Casual Restaurants,Dennys,FALSE,FALSE,291,Dining->CasualRestaurants->Dennys
229,Food & Drink,Casual Restaurants,Friendlys,FALSE,FALSE,292,Dining->CasualRestaurants->Friendlys
230,Food & Drink,Casual Restaurants,Fuddruckers,FALSE,FALSE,293,Dining->CasualRestaurants->Fuddruckers
231,Food & Drink,Casual Restaurants,Hooters,FALSE,FALSE,294,Dining->CasualRestaurants->Hooters
232,Food & Drink,Casual Restaurants,Huddle House,FALSE,FALSE,295,Dining->CasualRestaurants->HuddleHouse
233,Food & Drink,Casual Restaurants,IHOP,FALSE,FALSE,296,Dining->CasualRestaurants->IHOP
234,Food & Drink,Casual Restaurants,Joes Crab Shack,FALSE,FALSE,297,Dining->CasualRestaurants->JoesCrabShack
235,Food & Drink,Casual Restaurants,Little Caesars,FALSE,FALSE,298,Dining->CasualRestaurants->LittleCaesars
236,Food & Drink,Casual Restaurants,Lone Star Steakhouse,FALSE,FALSE,299,Dining->CasualRestaurants->LoneStarSteakhouse
237,Food & Drink,Casual Restaurants,Longhorn Steakhouse,FALSE,FALSE,300,Dining->CasualRestaurants->LonghornSteakhouse
238,Food & Drink,Casual Restaurants,O charleys,FALSE,FALSE,301,Dining->CasualRestaurants->Ocharleys
239,Food & Drink,Casual Restaurants,Olive Garden,FALSE,FALSE,302,Dining->CasualRestaurants->OliveGarden
240,Food & Drink,Casual Restaurants,On the Border Mexican Grill,FALSE,FALSE,303,Dining->CasualRestaurants->OntheBorderMexicanGrill
241,Food & Drink,Casual Restaurants,Outback Steakhouse,FALSE,FALSE,304,Dining->CasualRestaurants->OutbackSteakhouse
242,Food & Drink,Casual Restaurants,Perkins Restaurant,FALSE,FALSE,305,Dining->CasualRestaurants->PerkinsRestaurant
243,Food & Drink,Casual Restaurants,PF Changs,FALSE,FALSE,306,Dining->CasualRestaurants->PFChangs
244,Food & Drink,Casual Restaurants,Pizza Hut Dining Room,FALSE,FALSE,307,Dining->CasualRestaurants->PizzaHutDiningRoom
245,Food & Drink,Casual Restaurants,Quaker Steak and Lube,FALSE,FALSE,308,Dining->CasualRestaurants->QuakerSteakandLube
246,Food & Drink,Casual Restaurants,Red Lobster,FALSE,FALSE,309,Dining->CasualRestaurants->RedLobster
247,Food & Drink,Casual Restaurants,Red Robin,FALSE,FALSE,310,Dining->CasualRestaurants->RedRobin
248,Food & Drink,Casual Restaurants,Romanos Macaroni Grill,FALSE,FALSE,311,Dining->CasualRestaurants->RomanosMacaroniGrill
249,Food & Drink,Casual Restaurants,Ruby Tuesday,FALSE,FALSE,312,Dining->CasualRestaurants->RubyTuesday
250,Food & Drink,Casual Restaurants,Steak n Shake,FALSE,FALSE,313,Dining->CasualRestaurants->SteaknShake
251,Food & Drink,Casual Restaurants,Texas Roadhouse,FALSE,FALSE,314,Dining->CasualRestaurants->TexasRoadhouse
252,Food & Drink,Casual Restaurants,TGI Fridays,FALSE,FALSE,315,Dining->CasualRestaurants->TGIFridays
253,Food & Drink,Casual Restaurants,Uno Chicago Grill,FALSE,FALSE,316,Dining->CasualRestaurants->UnoChicagoGrill
254,Food & Drink,Casual Restaurants,Waffle House,FALSE,FALSE,317,Dining->CasualRestaurants->WaffleHouse
255,Food & Drink,Coffee,Dunkin Donuts,FALSE,FALSE,318,Dining->Coffee->DunkinDonuts
256,Food & Drink,Coffee,Peets,FALSE,FALSE,319,Dining->Coffee->Peets
257,Food & Drink,Coffee,Starbucks,FALSE,FALSE,320,Dining->Coffee->Starbucks
258,Food & Drink,Coffee,Tim Hortons,FALSE,FALSE,321,Dining->Coffee->TimHortons
259,Food & Drink,Fast Casual Restaurants,Baja Fresh,FALSE,FALSE,322,Dining->FastCasualRestaurants->BajaFresh
260,Food & Drink,Fast Casual Restaurants,Boston Market,FALSE,FALSE,323,Dining->FastCasualRestaurants->BostonMarket
261,Food & Drink,Fast Casual Restaurants,Chipotle,FALSE,FALSE,324,Dining->FastCasualRestaurants->Chipotle
262,Food & Drink,Fast Casual Restaurants,Culvers,FALSE,FALSE,325,Dining->FastCasualRestaurants->Culvers
263,Food & Drink,Fast Casual Restaurants,Eriks Deli,FALSE,FALSE,326,Dining->FastCasualRestaurants->EriksDeli
264,Food & Drink,Fast Casual Restaurants,Firehouse Subs,FALSE,FALSE,327,Dining->FastCasualRestaurants->FirehouseSubs
265,Food & Drink,Fast Casual Restaurants,Jasons Deli,FALSE,FALSE,328,Dining->FastCasualRestaurants->JasonsDeli
266,Food & Drink,Fast Casual Restaurants,Jimmy Johns,FALSE,FALSE,329,Dining->FastCasualRestaurants->JimmyJohns
267,Food & Drink,Fast Casual Restaurants,Moes Southwest Grill,FALSE,FALSE,330,Dining->FastCasualRestaurants->MoesSouthwestGrill
268,Food & Drink,Fast Casual Restaurants,Noodles and Company,FALSE,FALSE,331,Dining->FastCasualRestaurants->NoodlesandCompany
269,Food & Drink,Fast Casual Restaurants,Panda Express,FALSE,FALSE,332,Dining->FastCasualRestaurants->PandaExpress
270,Food & Drink,Fast Casual Restaurants,Panera Bread,FALSE,FALSE,333,Dining->FastCasualRestaurants->PaneraBread
271,Food & Drink,Fast Casual Restaurants,Pei Wei Asian Diner,FALSE,FALSE,334,Dining->FastCasualRestaurants->PeiWeiAsianDiner
272,Food & Drink,Fast Casual Restaurants,Piada,FALSE,FALSE,335,Dining->FastCasualRestaurants->Piada
273,Food & Drink,Fast Casual Restaurants,Potbelly,FALSE,FALSE,336,Dining->FastCasualRestaurants->Potbelly
274,Food & Drink,Fast Casual Restaurants,Qdoba,FALSE,FALSE,337,Dining->FastCasualRestaurants->Qdoba
275,Food & Drink,Fast Casual Restaurants,Shake Shack,FALSE,FALSE,338,Dining->FastCasualRestaurants->ShakeShack
276,Food & Drink,Fast Casual Restaurants,Smashburger,FALSE,FALSE,339,Dining->FastCasualRestaurants->Smashburger
277,Food & Drink,Fast Casual Restaurants,Wingstop,FALSE,FALSE,340,Dining->FastCasualRestaurants->Wingstop
278,Food & Drink,Fast Casual Restaurants,Zaxbys,FALSE,FALSE,341,Dining->FastCasualRestaurants->Zaxbys
279,Food & Drink,Fast Casual Restaurants,Zoes Kitchen,FALSE,FALSE,342,Dining->FastCasualRestaurants->ZoesKitchen
280,Food & Drink,Quick Serve Restaurants (QSR),A&W,FALSE,FALSE,343,Dining->QSRRestaurants->AandW
281,Food & Drink,Quick Serve Restaurants (QSR),Arbys,FALSE,FALSE,344,Dining->QSRRestaurants->Arbys
282,Food & Drink,Quick Serve Restaurants (QSR),Baskin Robbins,FALSE,FALSE,345,Dining->QSRRestaurants->BaskinRobbins
283,Food & Drink,Quick Serve Restaurants (QSR),Blimpie,FALSE,FALSE,346,Dining->QSRRestaurants->Blimpie
284,Food & Drink,Quick Serve Restaurants (QSR),Bojangles,FALSE,FALSE,347,Dining->QSRRestaurants->Bojangles
285,Food & Drink,Quick Serve Restaurants (QSR),Burger King,FALSE,FALSE,348,Dining->QSRRestaurants->BurgerKing
286,Food & Drink,Quick Serve Restaurants (QSR),Captain Ds,FALSE,FALSE,349,Dining->QSRRestaurants->CaptainDs
287,Food & Drink,Quick Serve Restaurants (QSR),Carls Jr,FALSE,FALSE,350,Dining->QSRRestaurants->CarlsJr
